sep=;
"";"id";"title";"category"
"668";"SCCS554";"Tertiary Emic Interpretations: Girls";"Childhood, Life cycle, Ritual"
"669";"SCCS471";"Affection: Late Boys";"Childhood, Life cycle"
"670";"SCCS1777";"Intensity of Intraethnic Violence";"Subsistence, Kinship, Politics"
"671";"SCCS1275";"Adult Harvesting: Primary Crop";"Household, Labour, Gender"
"672";"SCCS256";"Age or occupational specialization: leather working [Note, identical to EA057]";"Labour, Economy"
"673";"SCCS598";"Extramarital Affairs of Married Women";"Gender"
"674";"SCCS314";"Industry: Early Boy";"Childhood, Life cycle"
"675";"SCCS352";"Principal Category of Non-parental Agent: Late Girl";"Childhood, Life cycle"
"676";"SCCS725";"Total Periods of Fieldwork";"Gender"
"677";"SCCS321";"Responsibility: Late Girl";"Childhood, Life cycle"
"678";"SCCS507";"Indifference of Caretakers - Mother: Aver";"Childhood, Life cycle"
"679";"SCCS1258";"Pathogen stress: Spirochetes";"Health, Ecology"
"680";"SCCS113";"Food Production: Small Domestic Animals (sexual division of labor)";"Economy, Labour"
"681";"SCCS389";"Sex of Principal Non-parental Authority Figures: Early Boy";"Childhood, Life cycle"
"682";"SCCS1578";"Importance of boy doing child care";"Household, Labour, Gender"
"683";"SCCS274";"Slavery: type [Note, identical to EA070]";"Politics, Class, Economy, Labour"
"684";"SCCS26";"Bodily Contact - Early Infancy";"Infancy, Childhood"
"685";"SCCS1923";"Actual Self-injury: Frequency";"Life cycle, Mourning, Death, Ritual, Religion"
"686";"SCCS364";"Non-parental Involvement in Child Caring: Late Girl";"Childhood, Life cycle"
"687";"SCCS222";"Largest patrilineal exogamous group [Note, identical to EA018]";"Kinship"
"688";"SCCS1669";"Individual Aggression - Suicide (Resolved Ratings)";"Warfare, Politics"
"689";"SCCS79";"Polygamy";"Settlement, Community"
"690";"SCCS281";"Inheritance distribution for movable property [Note, identical to EA077]";"Property, Wealth Transactions, Economy"
"691";"SCCS56";"Principal Relationships, Early Childhood Caretakers and Companions";"Infancy, Childhood"
"692";"SCCS302";"Competitiveness: Early Boy";"Childhood, Life cycle"
"693";"SCCS563";"Maternal Restrictions";"Ritual, Life cycle"
"694";"SCCS596";"(No) Double Standard in Regard to Premarital Sex";"Gender"
"695";"SCCS475";"Evaluation by Society: Late Boys";"Childhood, Life cycle"
"696";"SCCS16";"Water Craft";"Subsistence, Economy"
"697";"SCCS53";"Role of Father, Infancy";"Infancy, Childhood"
"698";"SCCS716";"Sex of Coders";"Gender"
"699";"SCCS572";"Residence Pattern";"Ritual, Life cycle"
"700";"SCCS717";"Number of Sources Consulted";"Gender"
"701";"SCCS752";"(No) Husband-wife Eating Arrangements";"Gender, Marriage"
"702";"SCCS1000";"Enculturative Continuity for Boys";"Childhood, Life cycle"
"703";"SCCS105";"Food Collection: Trapping (sexual division of labor)";"Economy, Labour"
"704";"SCCS478";"Incorporation into Society: Early Girls";"Childhood, Life cycle"
"705";"SCCS1255";"Pathogen stress: Malaria";"Health, Ecology"
"706";"SCCS1577";"Children do child care with adults";"Household, Labour, Gender"
"707";"SCCS1751";"Social Stratification";"Subsistence, Kinship, Politics"
"708";"SCCS773";"(No) Internal Warfare (between Communities of Same Society)";"Politics"
"709";"SCCS909";"Subjugation of Territory or People";"Warfare, Politics"
"710";"SCCS504";"Hostility and Aggression of Caretakers - Overall: Aver";"Childhood, Life cycle"
"711";"SCCS178";"Impotence";"Life cycle, Marriage, Sexual practices"
"712";"SCCS479";"Incorporation into Society: Late Boys";"Childhood, Life cycle"
"713";"SCCS245";"Domestic animals: milking [Note, identical to EA041]";"Subsistence, Economy"
"714";"SCCS291";"House construction (secondary house type): shape of roof [Note, identical to EA087]";"Community organization, Housing"
"715";"SCCS625";"High Value Placed on Males Being Aggressive, Strong, and Sexually Potent";"Gender"
"716";"SCCS47";"Motor Skills - Childhood Developmental Order";"Infancy, Childhood"
"717";"SCCS1697";"Pathogen: Wound Opportunistic Typhus";"Ritual, Ecology, Health"
"718";"SCCS505";"Indifference of Caretakers - Mother: Boy";"Childhood, Life cycle"
"719";"SCCS267";"Age or occupational specialization: fishing [Note, identical to EA063]";"Labour, Economy"
"720";"SCCS1758";"Frequency of Violent Conflict Involving at Least One Local Community";"Subsistence, Kinship, Politics"
"721";"SCCS1620";"Children Gather Fuel Alone";"Household, Labour, Gender"
"722";"SCCS1684";"Threat of Weather or Pest Disasters";"Warfare, Politics"
"723";"SCCS941";"Personal Restrictions on Pregnancy";"Marriage, Life cycle"
"724";"SCCS223";"Largest matrilineal kin group [Note, identical to EA019]";"Kinship"
"725";"SCCS536";"Duration of Initiation Ceremony: Girls";"Childhood, Life cycle, Ritual"
"726";"SCCS1491";"Adults Herd Large Animals";"Household, Labour, Gender"
"727";"SCCS541";"Primary Physical Components: Boys";"Childhood, Life cycle, Ritual"
"728";"SCCS166";"Frequency of Premarital Sex - Male";"Life cycle, Marriage, Sexual practices"
"729";"SCCS170";"Frequency of Extramarital Sex - Male";"Life cycle, Marriage, Sexual practices"
"730";"SCCS45";"Weaning - Age of Termination";"Infancy, Childhood"
"731";"SCCS51";"Non-maternal Relationships, Infancy";"Infancy, Childhood"
"732";"SCCS1133";"Maximum Harem Size";"Politics"
"733";"SCCS133";"Manufacturing: Rope or Cordage (sexual division of labor)";"Economy, Labour"
"734";"SCCS1687";"Reliability of Threat of Natural and Pest Disaster Rating (Var 1684)";"Warfare, Politics"
"735";"SCCS785";"(No) Local Political Fission of Dissatisfied Persons";"Politics"
"736";"SCCS330";"Sexual Restraint: Early Boy";"Childhood, Life cycle"
"737";"SCCS1492";"Adults Care for Large Animals";"Household, Labour, Gender"
"738";"SCCS1573";"Children 6 to 10 do child care";"Household, Labour, Gender"
"739";"SCCS1463";"Adults Herd Small Animals";"Household, Labour, Gender"
"740";"SCCS102";"Food Collection: Honey (sexual division of labor)";"Economy, Labour"
"741";"SCCS1493";"Children Herd Large Animals";"Household, Labour, Gender"
"742";"SCCS1301";"Children over 10 Planting: Primary Crop";"Household, Labour, Gender"
"743";"SCCS534";"Number of Concurrent Initiates: Girls";"Childhood, Life cycle, Ritual"
"744";"SCCS555";"Primary Social Consequences: Boys";"Childhood, Life cycle, Ritual"
"745";"SCCS538";"Number of Participants: Girls";"Childhood, Life cycle, Ritual"
"746";"SCCS444";"Teasing: Late Girls";"Childhood, Life cycle"
"747";"SCCS164";"Age for Clothing - Female";"Life cycle, Marriage, Sexual practices"
"748";"SCCS649";"Theories of Fate";"Health, Ritual"
"749";"SCCS1664";"Reliability of Outcomes of External Warfare Ratings (Var. 1659)";"Warfare, Politics"
"750";"SCCS393";"Non-parental Involvement in Discipline: Early Boy";"Childhood, Life cycle"
"751";"SCCS1360";"Extent of Weeding: Primary Crop";"Household, Labour, Gender"
"752";"SCCS540";"Sexes of Participants: Girls";"Childhood, Life cycle, Ritual"
"753";"SCCS141";"Manufacturing: Musical Instruments (sexual division of labor)";"Economy, Labour"
"754";"SCCS1464";"Adults Care for Small Animals";"Household, Labour, Gender"
"755";"SCCS1592";"Adults Cook";"Household, Labour, Gender"
"756";"SCCS411";"Non-parental Involvement in Education: Late Boys";"Childhood, Life cycle"
"757";"SCCS1638";"Children Carry Water";"Household, Labour, Gender"
"758";"SCCS1767";"Ideology of Male Superiority";"Subsistence, Kinship, Politics"
"759";"SCCS214";"Transfer of residence at marriage: prevailing pattern [Note, identical to EA011]";"Marriage, Kinship"
"760";"SCCS295";"Fortitude: Early Girl";"Childhood, Life cycle"
"761";"SCCS1707";"Pathogen: Malaria (from Ludvico Data)";"Ritual, Ecology, Health"
"762";"SCCS224";"Largest matrilineal exogamous group [Note, identical to EA020]";"Kinship"
"763";"SCCS1002";"Enculturative Continuity for Girls";"Childhood, Life cycle"
"764";"SCCS1456";"Extent of Weeding: Secondary Crop";"Household, Labour, Gender"
"765";"SCCS1522";"Adults Do Wage Labour";"Household, Labour, Gender"
"766";"SCCS363";"Non-parental Involvement in Child Caring: Late Boy";"Childhood, Life cycle"
"767";"SCCS757";"Political and Religious Differentiation";"Politics"
"768";"SCCS445";"Scolding: Early Boys";"Childhood, Life cycle"
"769";"SCCS446";"Scolding: Early Girls";"Childhood, Life cycle"
"770";"SCCS750";"(Distant) Sleeping Proximity between Husbands and Wives";"Gender, Marriage"
"771";"SCCS616";"A Stated Preference for Children of One Sex";"Gender"
"772";"SCCS1344";"Adult Preference in Planting: Primary Crop";"Household, Labour, Gender"
"773";"SCCS1004";"Enculturative Continuity for Both Boys and Girls without Regard for Gender";"Childhood, Life cycle"
"774";"SCCS1402";"Uses of Fruits of Labour: Secondary Crop";"Household, Labour, Gender"
"775";"SCCS1676";"Socially Organized Assault";"Warfare, Politics"
"776";"SCCS460";"Ceremonies for Children: Late Girls";"Childhood, Life cycle"
"777";"SCCS630";"Value of Life Scale";"Gender"
"778";"SCCS366";"Principal Category of Non-parental Caretaker: Early Girl";"Childhood, Life cycle"
"779";"SCCS577";"Mythical Founders of the Culture";"Gender"
"780";"SCCS529";"Initiation Occurrence: Boys";"Childhood, Life cycle, Ritual"
"781";"SCCS410";"Non-parental Involvement in Education: Early Girls";"Childhood, Life cycle"
"782";"SCCS1283";"Child Agricultural Task Unspecified: Primary Crop";"Household, Labour, Gender"
"783";"SCCS413";"Principal Category of Non-parental Educators: Early Boys";"Childhood, Life cycle"
"784";"SCCS606";"Preferred Marriage Forms";"Gender"
"785";"SCCS473";"Evaluation by Society: Early Boys";"Childhood, Life cycle"
"786";"SCCS104";"Food Collection: Fishing (sexual division of labor)";"Economy, Labour"
"787";"SCCS54";"Role of Father, Early Childhood";"Infancy, Childhood"
"788";"SCCS1535";"Children Trade";"Household, Labour, Gender"
"789";"SCCS1851";"Disarticulation: Original Scale";"Life cycle, Mourning, Death, Ritual, Religion"
"790";"SCCS631";"Value of Labour";"Gender"
"791";"SCCS315";"Industry: Early Girl";"Childhood, Life cycle"
"792";"SCCS494";"Hostility and Aggression of Caretakers - Mother: Girl";"Childhood, Life cycle"
"793";"SCCS350";"Principal Category of Non-parental Agent: Early Girl";"Childhood, Life cycle"
"794";"SCCS1685";"Chronic Resource Problems (Resolved Ratings)";"Warfare, Politics"
"795";"SCCS230";"Cousin marriages preferred: subtypes [Note, identical to EA026]";"Marriage, Kinship"
"796";"SCCS900";"Military Expectations II-state";"Warfare, Politics"
"797";"SCCS1724";"Number of Dispossessed";"Subsistence, Kinship, Politics"
"798";"SCCS303";"Competitiveness: Early Girl";"Childhood, Life cycle"
"799";"SCCS1534";"Adults Trade";"Household, Labour, Gender"
"800";"SCCS1969";"Name Taboo Present";"Life cycle, Mourning, Death, Ritual, Religion"
"801";"SCCS1601";"Importance of Boy Cooking";"Household, Labour, Gender"
"802";"SCCS376";"Sex of Principal Non-parental Caretakers: Late Girl";"Childhood, Life cycle"
"803";"SCCS380";"Non-parental Involvement in Authority: Late Girl";"Childhood, Life cycle"
"804";"SCCS1709";"Pathogen: Filariae (from Ludvico Data)";"Ritual, Ecology, Health"
"805";"SCCS557";"Secondary Social Consequences: Boys";"Childhood, Life cycle, Ritual"
"806";"SCCS98";"Political Power - Sixth Most Important Source";"Politics"
"807";"SCCS788";"Cross-cutting Ties: Extent to Which Individuals Living in Different Communities of the Same Society Linked Together in Politically Relevant Ways";"Politics"
"808";"SCCS1345";"Adult Preference in Crop Tending: Primary Crop";"Household, Labour, Gender"
"809";"SCCS219";"Community marriage organization [Note, identical to EA015]";"Marriage, Kinship, Community organization"
"810";"SCCS35";"Ceremonialism Surrounding Child, beyond Nuclear Family";"Infancy, Childhood"
"811";"SCCS1626";"Adults Carry Burdens";"Household, Labour, Gender"
"812";"SCCS1262";"Occurrence of Short-term Starvation";"Subsistence, Health"
"813";"SCCS698";"Preferred Family Form (Adapted from Murdock 1961)";"Gender"
"814";"SCCS71";"Descent Groups, Location of Core Gender Group";"Settlement, Community"
"815";"SCCS412";"Non-parental Involvement in Education: Late Girls";"Childhood, Life cycle"
"816";"SCCS782";"(Un) Acceptability of Violence toward Members of the Same Society, but outside the Local Community";"Politics"
"817";"SCCS531";"Initiation Time: Boys";"Childhood, Life cycle, Ritual"
"818";"SCCS1302";"Children over 10 Crop Tending: Primary Crop";"Household, Labour, Gender"
"819";"SCCS655";"Theories of Sorcery";"Health, Ritual"
"820";"SCCS724";"Knowledge of Native Language ** (e.g., by Ethnographers)";"Gender"
"821";"SCCS905";"Rewards (Special Gifts, Praises, or Ceremonies, Not including Ritual Purification for a Man Who Has Killed an Enemy in Battle or Otherwise Shown Skill in War)";"Warfare, Politics"
"822";"SCCS209";"Transactions at marriage: alternate type [Note, identical to EA007]";"Marriage, Kinship, Wealth Transactions, Economy"
"823";"SCCS1735";"Relationship between Production for Subsistence and Production for Market Exchange";"Subsistence, Kinship, Politics"
"824";"SCCS731";"Importance of Handicrafts, Manufacturing";"Gender"
"825";"SCCS1265";"Occurrence of Famine";"Subsistence, Health"
"826";"SCCS652";"Theories of Mystical Retribution";"Health, Ritual"
"827";"SCCS1769";"Attitude towards Physical Violence against Members of Same Ethnic Group, Not Restricted to Local Community";"Subsistence, Kinship, Politics"
"828";"SCCS294";"Fortitude: Early Boy";"Childhood, Life cycle"
"829";"SCCS515";"Indifference of Caretakers - Overall: Girl";"Childhood, Life cycle"
"830";"SCCS40";"Motor Skills - Encouragement in Childhood";"Infancy, Childhood"
"831";"SCCS354";"Sex of Parents in Residence: Early Girl";"Childhood, Life cycle"
"832";"SCCS530";"Initiation Occurrence: Girls";"Childhood, Life cycle, Ritual"
"833";"SCCS592";"Control of Disposal and Use of Fruits of the Labour Done Solely by Men";"Gender"
"834";"SCCS74";"Prominent Community Ceremonials";"Settlement, Community"
"835";"SCCS985";"Length of Time before a Widow Remarries";"Marriage, Life cycle"
"836";"SCCS361";"Non-parental Involvement in Child Caring: Early Boy";"Childhood, Life cycle"
"837";"SCCS425";"Guidance or Formal Schooling: Early Boys";"Childhood, Life cycle"
"838";"SCCS511";"Indifference of Caretakers - Others: Boy";"Childhood, Life cycle"
"839";"SCCS391";"Sex of Principal Non-parental Authority Figures: Late Boy";"Childhood, Life cycle"
"840";"SCCS353";"Sex of Parents in Residence: Early Boy";"Childhood, Life cycle"
"841";"SCCS442";"Teasing: Early Girls";"Childhood, Life cycle"
"842";"SCCS1257";"Pathogen stress: Filariae";"Health, Ecology"
"843";"SCCS1805.3";"Fact_3 Machismo Gossip Scale (sum of Boasting, Hunting, Laziness, Wife Beating Gossip)";"Kinship, Gossip, Politics"
"844";"SCCS1999";"Conflict and Resentment over Property Inheritance";"Life cycle, Mourning, Death, Ritual, Religion"
"845";"SCCS516";"Indifference of Caretakers - Overall: Aver";"Childhood, Life cycle"
"846";"SCCS1170";"Divorce Causes - Ritual: Witchcraft or Sorcery";"Marriage"
"847";"SCCS783";"(Un) Acceptability of Violence toward People in Other Societies";"Politics"
"848";"SCCS1673";"Reliability of Individual Aggression Ratings-trespass (Var. 1668)";"Warfare, Politics"
"849";"SCCS477";"Incorporation into Society: Early Boys";"Childhood, Life cycle"
"850";"SCCS160";"Sex Frequency in Marriage";"Life cycle, Marriage, Sexual practices"
"851";"SCCS422";"Sex of Principal Non-parental Educators: Early Girls";"Childhood, Life cycle"
"852";"SCCS1256";"Pathogen stress: Schistosomes";"Health, Ecology"
"853";"SCCS703";"Community Part of a Kingdom in the past That No Longer Exists";"Gender"
"854";"SCCS362";"Non-parental Involvement in Child Caring: Early Girl";"Childhood, Life cycle"
"855";"SCCS914";"Revenge";"Warfare, Politics"
"856";"SCCS349";"Principal Category of Non-parental Agent: Early Boy";"Childhood, Life cycle"
"857";"SCCS1959";"Marking Duration, Parent of Subadult Offspring";"Life cycle, Mourning, Death, Ritual, Religion"
"858";"SCCS123";"Extractive Industries: Fuel Gathering (sexual division of labor)";"Economy, Labour"
"859";"SCCS1550";"Children over 10 Gather";"Household, Labour, Gender"
"860";"SCCS626";"(No) Belief That Women Are Generally Inferior to Men";"Gender"
"861";"SCCS1688";"Reliability of Chronic Scarcity Ratings (Var. 1685)";"Warfare, Politics"
"862";"SCCS259";"Age or occupational specialization: house construction [Note, identical to EA060]";"Labour, Economy"
"863";"SCCS1259";"Pathogen stress: Leprosy";"Health, Ecology"
"864";"SCCS288";"House construction (secondary house type): ground plan [Note, identical to EA084]";"Community organization, Housing"
"865";"SCCS1764";"Reaction of Socializing Agents towards Violent Behavior of Boys in Late Childhood";"Subsistence, Kinship, Politics"
"866";"SCCS356";"Sex of Parents in Residence: Late Girl";"Childhood, Life cycle"
"867";"SCCS283";"House construction: ground plan [Note, identical to EA079]";"Community organization, Housing"
"868";"SCCS39";"Weaning - Age and Severity";"Infancy, Childhood"
"869";"SCCS982";"Remarriage after Divorce";"Marriage, Life cycle"
"870";"SCCS36";"Magical Protectiveness Applied to Parents and Child";"Infancy, Childhood"
"871";"SCCS948";"When the Birth Celebration Occurs";"Marriage, Life cycle"
"872";"SCCS1175";"Divorce Causes - Health:";"Marriage"
"873";"SCCS1701";"Pathogen: Wound Opportunistic Leprosy";"Ritual, Ecology, Health"
"874";"SCCS1342";"Adult Preference in Land Clearing: Primary Crop";"Household, Labour, Gender"
"875";"SCCS1343";"Adult Preference in Soil Preparation: Primary Crop";"Household, Labour, Gender"
"876";"SCCS1582";"Children do housekeeping";"Household, Labour, Gender"
"877";"SCCS907";"Value of War: Violence/War against Non-members of the Group";"Warfare, Politics"
"878";"SCCS1440";"Adult Preference in Planting: Secondary Crop";"Household, Labour, Gender"
"879";"SCCS1442";"Adult Preference in Harvesting: Secondary Crop";"Household, Labour, Gender"
"880";"SCCS355";"Sex of Parents in Residence: Late Boy";"Childhood, Life cycle"
"881";"SCCS1672";"Reliability of Individual Aggression Ratings-theft (Var. 1667)";"Warfare, Politics"
"882";"SCCS48";"Autonomy - Childhood Developmental Order";"Infancy, Childhood"
"883";"SCCS1558";"Adult hunt";"Household, Labour, Gender"
"884";"SCCS1438";"Adult Preference in Land Clearing: Secondary Crop";"Household, Labour, Gender"
"885";"SCCS1439";"Adult Preference in Soil Preparation: Secondary Crop";"Household, Labour, Gender"
"886";"SCCS1850";"Secondary Bone/Body Treatment: Original Scale";"Life cycle, Mourning, Death, Ritual, Religion"
"887";"SCCS426";"Guidance or Formal Schooling: Early Girls";"Childhood, Life cycle"
"888";"SCCS1683";"Threat of Famine (Resolved Rating)";"Warfare, Politics"
"889";"SCCS1469";"Children over 10 Herd Small Animals";"Household, Labour, Gender"
"890";"SCCS1790";"Gossip on Hunting";"Kinship, Gossip, Politics"
"891";"SCCS1164";"Divorce Causes - In-law Conflicts: Conflicts with In-laws";"Marriage"
"892";"SCCS553";"Tertiary Emic Interpretations: Boys";"Childhood, Life cycle, Ritual"
"893";"SCCS1593";"Children Cook";"Household, Labour, Gender"
"894";"SCCS129";"Intermediate Processing: Smelting (sexual division of labor)";"Economy, Labour"
"895";"SCCS667";"Rape: Incidents Reports, or Thought of as Means of Punishment Women, or Part of Ceremony";"Gender"
"896";"SCCS261";"Sex differences: hunting [Note, identical to EA051]";"Labour, Gender, Economy"
"897";"SCCS1679";"Reliability of Socially Organized Homicide Ratings (Var. 1675)";"Warfare, Politics"
"898";"SCCS899";"Military Expectations I-pre-state [follows Naroll L966, with Modifications by Otterbein 1970]";"Warfare, Politics"
"899";"SCCS387";"Sex of Parental Authority Figures: Late Boy";"Childhood, Life cycle"
"900";"SCCS483";"Warmth and Affection of Caretakers - Mother: Aver";"Childhood, Life cycle"
"901";"SCCS1398";"Children over 10 Crop Tending: Secondary Crop";"Household, Labour, Gender"
"902";"SCCS464";"Gifts for Approved Behaviors: Late Girls";"Childhood, Life cycle"
"903";"SCCS543";"Secondary Physical Components: Boys";"Childhood, Life cycle, Ritual"
"904";"SCCS408";"Sex of Principal Non-parental Disciplinarians: Late Girls";"Childhood, Life cycle"
"905";"SCCS1680";"Reliability of Socially Organized Assault Ratings (Var. 1676)";"Warfare, Politics"
"906";"SCCS1549";"Children 6 to 10 Gather";"Household, Labour, Gender"
"907";"SCCS1303";"Children over 10 Harvesting: Primary Crop";"Household, Labour, Gender"
"908";"SCCS1623";"Importance of Boy Gathering Fuel";"Household, Labour, Gender"
"909";"SCCS345";"Importance of Non-parent in Residence: Early Boy";"Childhood, Life cycle"
"910";"SCCS903";"Prestige Associated with Being a Soldier or Warrior";"Warfare, Politics"
"911";"SCCS463";"Gifts for Approved Behaviors: Late Boys";"Childhood, Life cycle"
"912";"SCCS1306";"Uses of Fruits of Labour: Primary Crop";"Household, Labour, Gender"
"913";"SCCS1346";"Adult Preference in Harvesting: Primary Crop";"Household, Labour, Gender"
"914";"SCCS651";"Theories of Contagion";"Health, Ritual"
"915";"SCCS348";"Importance of Non-parent in Residence: Late Girl";"Childhood, Life cycle"
"916";"SCCS1595";"Children 6 to 10 Cook";"Household, Labour, Gender"
"917";"SCCS1269";"Recurrence of Famine";"Subsistence, Health"
"918";"SCCS459";"Ceremonies for Children: Late Boys";"Childhood, Life cycle"
"919";"SCCS284";"House construction: floor level [Note, identical to EA080]";"Community organization, Housing"
"920";"SCCS80";"Family Size";"Settlement, Community"
"921";"SCCS1300";"Children over 10 Soil Preparation: Primary Crop";"Household, Labour, Gender"
"922";"SCCS1189";"Evil Eye Belief";"Ritual, Religion"
"923";"SCCS1671";"Reliability of Individual Aggression Ratings-assault (Var. 1666)";"Warfare, Politics"
"924";"SCCS458";"Ceremonies for Children: Early Girls";"Childhood, Life cycle"
"925";"SCCS1468";"Children 6 to 10 Herd Small Animals";"Household, Labour, Gender"
"926";"SCCS1392";"Children 6 to 10 Harvesting: Secondary Crop";"Household, Labour, Gender"
"927";"SCCS138";"Manufacturing: Bone (sexual division of labor)";"Economy, Labour"
"928";"SCCS1391";"Children 6 to 10 Crop Tending: Secondary Crop";"Household, Labour, Gender"
"929";"SCCS1681";"Reliability of Socially Organized Theft Ratings (Var. 1677)";"Warfare, Politics"
"930";"SCCS44";"Weaning - Age of Onset";"Infancy, Childhood"
"931";"SCCS145";"Miscellaneous: Bonesetting/Surgery (sexual division of labor)";"Economy, Labour"
"932";"SCCS1372";"Adult Agricultural Task Unspecified: Secondary Crop";"Household, Labour, Gender"
"933";"SCCS1267";"Severity of Famine";"Subsistence, Health"
"934";"SCCS1723";"Number of Poor";"Subsistence, Kinship, Politics"
"935";"SCCS1321";"Children Clear Land with Adults: Primary Crop";"Household, Labour, Gender"
"936";"SCCS1353";"Animal Plow Used: Primary Crop";"Household, Labour, Gender"
"937";"SCCS1754";"Size of Maximal Effective Kin Group";"Subsistence, Kinship, Politics"
"938";"SCCS1499";"Children 6 to 10 Care for Large Animals";"Household, Labour, Gender"
"939";"SCCS1721";"Number of Rich People (Wealthy)";"Subsistence, Kinship, Politics"
"940";"SCCS1708";"Pathogen: Schistosomes (from Ludvico Data)";"Ritual, Ecology, Health"
"941";"SCCS1144";"Divorce Causes - Infertility: Sterility";"Marriage"
"942";"SCCS1324";"Children Tend Crops with Adults: Primary Crop";"Household, Labour, Gender"
"943";"SCCS1514";"Cattle Present";"Household, Labour, Gender"
"944";"SCCS1325";"Children Harvest with Adults: Primary Crop";"Household, Labour, Gender"
"945";"SCCS275";"Slavery: timing [Note, identical to EA071]";"Politics, Class, Economy, Labour"
"946";"SCCS289";"House construction (secondary house type): floor level [Note, identical to EA085]";"Community organization, Housing"
"947";"SCCS892";"Frequency of External War - Attacking [follows Otterbein 1970: 84, 143-144]";"Warfare, Politics"
"948";"SCCS547";"Secondary Cognitive or Performance Components: Boys";"Childhood, Life cycle, Ritual"
"949";"SCCS908";"Military Success : Is Political Community/Cultural Unit Winning or Losing in the Long Run";"Warfare, Politics"
"950";"SCCS533";"Number of Concurrent Initiates: Boys";"Childhood, Life cycle, Ritual"
"951";"SCCS385";"Sex of Parental Authority Figures: Early Boy";"Childhood, Life cycle"
"952";"SCCS628";"Property Control Scale";"Gender"
"953";"SCCS107";"Food Collection: Large Aquatic Fauna (sexual division of labor)";"Economy, Labour"
"954";"SCCS1727";"Resource Acquisition as Motive for Violent Conflict Management";"Subsistence, Kinship, Politics"
"955";"SCCS1731";"Power Participation of Local Elite within Overarching Political Unit";"Subsistence, Kinship, Politics"
"956";"SCCS462";"Gifts for Approved Behaviors: Early Girls";"Childhood, Life cycle"
"957";"SCCS52";"Non-maternal Relationships, Early Childhood";"Infancy, Childhood"
"958";"SCCS1472";"Children over 10 Care for Small Animals";"Household, Labour, Gender"
"959";"SCCS106";"Food Collection: Large Land Fauna (sexual division of labor)";"Economy, Labour"
"960";"SCCS966";"Violation: Who Punishes Adultery";"Marriage, Life cycle"
"961";"SCCS1771";"Loyalty within Ethnic Group";"Subsistence, Kinship, Politics"
"962";"SCCS1936";"Self Institutionalized Target";"Life cycle, Mourning, Death, Ritual, Religion"
"963";"SCCS1471";"Children 6 to 10 Care for Small Animals";"Household, Labour, Gender"
"964";"SCCS567";"Combined Segregation Practices";"Ritual, Life cycle"
"965";"SCCS1299";"Children over 10 Clear Land: Primary Crop";"Household, Labour, Gender"
"966";"SCCS1322";"Children Prepare Soil with Adults: Primary Crop";"Household, Labour, Gender"
"967";"SCCS1458";"Planting Techniques: Secondary Crop";"Household, Labour, Gender"
"968";"SCCS1309";"Children Plant Alone: Primary Crop";"Household, Labour, Gender"
"969";"SCCS1310";"Children Tend Crops Alone: Primary Crop";"Household, Labour, Gender"
"970";"SCCS1399";"Children over 10 Harvesting: Secondary Crop";"Household, Labour, Gender"
"971";"SCCS10";"Animals Hunted";"Subsistence, Economy"
"972";"SCCS1311";"Children Harvest Alone: Primary Crop";"Household, Labour, Gender"
"973";"SCCS1501";"Product Use of Large Animals";"Household, Labour, Gender"
"974";"SCCS1561";"Children 6 to 10 hunt";"Household, Labour, Gender"
"975";"SCCS1774";"Revenge Related Norms";"Subsistence, Kinship, Politics"
"976";"SCCS1323";"Children Plant with Adults: Primary Crop";"Household, Labour, Gender"
"977";"SCCS1318";"Children Harvest with Other Kids: Primary Crop";"Household, Labour, Gender"
"978";"SCCS677";"Migration";"Gender"
"979";"SCCS1396";"Children over 10 Soil Preparation: Secondary Crop";"Household, Labour, Gender"
"980";"SCCS1295";"Children 6 to 10 Crop Tending: Primary Crop";"Household, Labour, Gender"
"981";"SCCS1397";"Children over 10 Planting: Secondary Crop";"Household, Labour, Gender"
"982";"SCCS1308";"Children Prepare Soil Alone: Primary Crop";"Household, Labour, Gender"
"983";"SCCS1307";"Children Clear Land Alone: Primary Crop";"Household, Labour, Gender"
"984";"SCCS551";"Secondary Emic Interpretations: Boys";"Childhood, Life cycle, Ritual"
"985";"SCCS1316";"Children Plant with Other Kids: Primary Crop";"Household, Labour, Gender"
"986";"SCCS1389";"Children 6 to 10 Soil Preparation: Secondary Crop";"Household, Labour, Gender"
"987";"SCCS409";"Non-parental Involvement in Education: Early Boys";"Childhood, Life cycle"
"988";"SCCS672";"Male Avoidance of Female Sexuality (A11)";"Gender"
"989";"SCCS420";"Sex of Parental Educators: Late Girls";"Childhood, Life cycle"
"990";"SCCS575";"Unstable Political Power Index";"Ritual, Life cycle"
"991";"SCCS386";"Sex of Parental Authority Figures: Early Girl";"Childhood, Life cycle"
"992";"SCCS1500";"Children over 10 Care for Large Animals";"Household, Labour, Gender"
"993";"SCCS1473";"Product Use of Small Animals";"Household, Labour, Gender"
"994";"SCCS461";"Gifts for Approved Behaviors: Early Boys";"Childhood, Life cycle"
"995";"SCCS608";"(No) Levirate";"Gender"
"996";"SCCS549";"Primary Emic Interpretations: Boys";"Childhood, Life cycle, Ritual"
"997";"SCCS1674";"Reliability of Individual Aggression Ratings-suicide (Var. 1669)";"Warfare, Politics"
"998";"SCCS1276";"Adult Agricultural Task Unspecified: Primary Crop";"Household, Labour, Gender"
"999";"SCCS125";"Extractive Industries: Water Fetching (sexual division of labor)";"Economy, Labour"
